"filename", "language", "XML", "JavaScript", "CSS", "HTML", "JSON", "comment", "blank", "total"
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/cm/src/util/feature_detection.js", "JavaScript", 0, 71, 0, 0, 0, 6, 8, 85
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/cm/src/util/misc.js", "JavaScript", 0, 130, 0, 0, 0, 19, 20, 169
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/cm/src/util/operation_group.js", "JavaScript", 0, 55, 0, 0, 0, 9, 9, 73
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/index.html", "HTML", 0, 0, 0, 93, 0, 1, 7, 101
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/script.js", "JavaScript", 0, 1297, 0, 0, 0, 112, 174, 1583
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/demos/demo-1_1.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/demos/demo-1_2.html", "HTML", 0, 0, 0, 9, 0, 0, 8, 17
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/demos/demo-1_3.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/demos/test.html", "HTML", 0, 0, 0, 11, 0, 0, 0, 11
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons.json", "JSON", 0, 0, 0, 0, 418, 0, 0, 418
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/a-class-on-classes.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/a-set-of-stuff.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/a-world-of-code.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/coding-on-your-own-device.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
